Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
C139E;Q3;20.6;20.6;21.6;21.8;23.0;24.3;25.5;26.6;26.9;25.5;23.7;22.0;23.5
C139E;Q4;21.3;21.7;22.3;22.1;23.2;25.0;26.1;27.1;27.4;26.3;24.3;22.6;23.9
C139E;Max;22.9;23.2;22.9;24.2;23.8;25.7;27.7;28.8;28.5;26.7;25.0;23.6;24.3
C139E;Mn;20.3;20.3;21.2;21.6;22.7;24.1;25.3;26.3;26.8;25.3;23.4;21.8;23.2
C139E;Md;20.6;20.6;21.2;21.6;22.6;24.1;25.4;26.3;26.6;25.4;23.5;21.7;23.2
C139E;S;0.95;1.11;1.00;0.86;0.74;0.85;0.90;0.92;0.90;0.84;0.86;0.96;0.64
C139E;Cv;0.05;0.05;0.05;0.04;0.03;0.04;0.04;0.03;0.03;0.03;0.04;0.04;0.03
C449C;N;30;30;30;30;30;30;30;30;30;30;30;30;30
C449C;Min;19.4;19.0;20.6;20.7;22.6;24.2;26.9;27.7;26.0;24.4;21.4;20.3;23.1
C449C;Q1;20.2;20.3;21.1;21.6;23.3;25.4;27.7;28.0;27.3;25.5;23.5;21.1;24.1
C449C;Q2;20.6;20.7;21.7;22.4;23.7;26.0;28.4;28.6;27.9;26.2;23.8;21.9;24.5
C449C;Q3;21.2;21.3;22.3;23.1;24.3;26.4;28.7;29.2;28.3;26.5;24.3;22.3;24.8
C449C;Q4;22.0;22.2;23.1;23.8;24.9;27.0;29.5;30.0;28.9;27.2;25.1;23.1;25.3
C449C;Max;22.5;24.3;24.9;24.7;26.3;28.5;31.1;31.3;29.7;28.0;26.0;24.1;25.8
C449C;Mn;20.8;21.1;21.9;22.6;24.1;26.3;28.6;28.9;28.2;26.4;24.1;22.2;24.6
C449C;Md;21.0;21.2;22.1;22.7;24.1;26.2;28.7;29.0;28.1;26.3;24.1;22.1;24.6
C449C;S;0.89;1.18;1.08;1.05;0.96;0.92;1.01;1.01;0.85;0.95;0.99;0.97;0.66
C449C;Cv;0.04;0.06;0.05;0.05;0.04;0.04;0.04;0.03;0.03;0.04;0.04;0.04;0.03
C447A;N;30;30;29;30;29;27;30;30;30;29;29;30;25
C447A;Min;14.2;14.3;14.8;15.9;17.5;19.3;21.7;21.5;22.1;20.2;16.7;14.7;19.0
C447A;Q1;15.1;15.3;16.6;17.5;18.7;21.2;23.0;23.9;23.9;21.1;18.7;15.7;19.7
C447A;Q2;15.5;15.7;17.5;18.2;19.5;21.8;24.0;25.5;24.6;22.1;19.1;16.9;20.4
C447A;Q3;16.1;16.8;19.0;18.9;20.5;22.3;24.8;26.3;25.1;22.6;19.7;17.5;20.7
C447A;Q4;16.9;18.7;20.2;19.5;21.7;23.5;26.6;27.0;25.6;23.7;20.7;18.5;21.1
C447A;Max;18.0;20.2;21.5;21.2;22.5;24.4;30.0;29.5;27.8;25.2;22.4;19.3;21.6
C447A;Mn;15.8;16.1;18.2;18.6;20.1;22.2;24.5;26.0;24.9;22.2;19.6;17.1;20.5
C447A;Md;16.0;16.7;18.2;18.5;20.0;22.2;24.7;25.7;24.9;22.5;19.6;17.1;20.5
C447A;S;1.03;1.65;1.77;1.25;1.39;1.29;1.97;1.74;1.19;1.39;1.18;1.31;0.70
C447A;Cv;0.06;0.10;0.10;0.07;0.07;0.06;0.08;0.07;0.05;0.06;0.06;0.08;0.03
C429I;N;27;29;29;28;28;29;26;28;26;27;27;28;21
C429I;Min;20.4;20.5;21.6;21.0;22.2;23.7;26.3;26.5;26.0;24.9;23.0;20.8;24.0
C429I;Q1;21.0;21.2;21.9;22.0;23.1;25.0;26.8;27.2;27.0;25.9;24.2;22.3;24.3
C429I;Q2;21.6;21.6;22.7;22.9;23.6;25.3;27.2;27.9;27.4;26.2;24.7;22.7;24.7
C429I;Q3;22.1;22.0;23.3;23.4;23.8;25.4;27.8;28.5;27.8;26.9;25.0;23.0;24.9
C429I;Q4;22.5;23.0;24.2;24.0;24.8;25.9;28.4;29.3;28.9;27.8;25.4;23.5;25.3
C429I;Max;22.8;24.5;25.3;25.2;26.2;27.4;30.5;31.6;31.2;29.3;25.9;24.5;25.6
C429I;Mn;21.7;22.0;23.0;23.3;23.7;25.4;27.6;28.0;27.6;26.4;24.8;22.9;24.8
C429I;Md;21.8;22.1;23.1;23.1;23.9;25.4;27.7;28.4;27.9;26.8;24.7;22.8;24.8
C429I;S;0.70;1.09;1.14;1.04;0.95;0.78;1.14;1.26;1.19;1.15;0.75;0.83;0.44
C429I;Cv;0.03;0.05;0.05;0.05;0.04;0.03;0.04;0.04;0.04;0.04;0.03;0.04;0.02
2465;N;22;22;22;22;22;22;22;22;22;22;23;23;22
2465;Min;6.0;6.1;11.1;11.6;16.8;18.9;26.3;27.0;20.0;13.2;8.5;6.8;16.3
2465;Q1;6.9;8.2;11.9;13.1;17.8;23.8;28.5;28.2;22.4;16.3;10.1;7.6;17.4
2465;Q2;7.7;9.4;13.1;14.7;18.6;25.8;29.5;29.0;23.5;17.4;11.3;8.7;17.7
2465;Q3;8.7;11.4;14.1;15.9;20.6;26.4;30.2;29.8;24.9;18.1;12.2;9.1;18.1
2465;Q4;9.3;13.2;15.6;16.7;21.7;28.0;31.1;30.6;25.8;20.3;13.9;9.5;18.5
2465;Max;10.8;13.8;19.0;19.3;23.2;29.8;31.7;32.2;26.6;21.4;14.8;11.3;19.1
2465;Mn;8.1;10.8;13.7;15.5;19.5;26.1;29.7;29.3;24.3;17.8;11.5;8.9;18.0
2465;Md;8.2;10.4;13.9;15.1;19.7;25.8;29.7;29.4;24.0;17.9;11.8;8.8;17.9
2465;S;1.39;2.36;2.02;1.98;1.99;2.51;1.39;1.35;1.93;2.32;1.82;1.08;0.65
2465;Cv;0.17;0.23;0.15;0.13;0.10;0.10;0.05;0.05;0.08;0.13;0.15;0.12;0.04
5796;N;29;28;30;30;30;30;30;30;30;29;29;29;25
5796;Min;13.7;14.4;17.2;18.3;20.6;25.6;31.3;32.3;27.7;21.4;17.9;14.1;23.7
5796;Q1;14.7;15.9;19.1;20.9;23.7;29.6;34.3;33.1;29.3;24.0;18.4;15.8;24.1
5796;Q2;15.4;17.0;20.6;21.5;25.6;30.9;34.9;34.4;30.4;25.1;19.1;16.4;24.6
5796;Q3;15.9;17.8;21.1;22.8;26.5;32.4;35.5;35.4;31.5;25.9;20.0;16.7;24.8
5796;Q4;16.5;18.9;22.1;24.0;28.0;33.0;36.5;35.7;32.1;27.3;20.8;17.1;25.2
5796;Max;17.7;21.2;25.4;25.7;30.0;34.1;37.7;37.6;35.5;29.3;24.6;17.9;25.7
5796;Mn;15.7;17.4;21.0;22.3;26.1;31.9;35.3;35.0;31.3;25.5;19.5;16.4;24.7
5796;Md;15.7;17.4;20.8;22.2;26.0;31.2;35.2;34.7;31.0;25.4;19.8;16.4;24.7
5796;S;0.98;1.62;1.76;1.73;2.11;2.18;1.57;1.43;1.79;2.16;1.50;0.83;0.54
5796;Cv;0.06;0.09;0.08;0.08;0.08;0.07;0.04;0.04;0.06;0.08;0.08;0.05;0.02
5783;N;30;30;30;30;30;30;30;30;30;30;29;29;28
5783;Min;14.4;15.2;17.9;19.3;21.9;26.6;32.3;32.8;29.0;22.1;18.4;14.5;24.1
5783;Q1;15.2;16.6;20.1;22.0;25.4;31.0;35.1;34.1;30.2;24.8;19.0;16.1;24.8
5783;Q2;15.7;17.6;21.7;22.8;26.9;32.1;35.9;35.2;31.3;25.9;19.6;16.3;25.3
5783;Q3;16.3;18.5;22.2;23.9;27.9;33.3;36.4;35.9;32.3;26.3;20.3;17.0;25.6
5783;Q4;16.9;19.6;23.3;25.3;29.3;34.0;37.3;36.7;32.8;27.5;21.2;17.1;25.9
5783;Max;17.9;22.1;26.2;26.7;31.3;35.3;38.5;37.8;35.1;29.5;24.5;17.6;26.6
5783;Mn;16.1;18.0;22.0;23.5;27.6;32.6;36.3;35.9;31.8;26.2;20.1;16.7;25.5
5783;Md;16.0;18.1;21.9;23.4;27.2;32.2;36.0;35.5;31.7;26.0;20.2;16.6;25.4
5783;S;0.87;1.67;1.72;1.81;2.14;2.16;1.56;1.40;1.52;1.88;1.39;0.70;0.60
5783;Cv;0.05;0.09;0.08;0.08;0.08;0.07;0.04;0.04;0.05;0.07;0.07;0.04;0.02
2030;N;30;30;30;30;30;29;29;30;30;30;30;30;28
2030;Min;4.3;5.3;9.1;9.2;12.2;18.4;25.2;25.1;19.3;11.3;8.7;7.1;16.0
2030;Q1;6.3;7.4;11.5;13.2;16.8;23.0;27.3;26.6;22.2;15.1;9.9;7.6;16.6
2030;Q2;7.3;9.1;12.7;14.0;18.1;24.2;28.5;28.3;23.0;16.9;10.5;8.1;17.0
2030;Q3;8.1;10.3;13.5;15.4;19.9;24.8;29.3;29.0;24.1;18.0;11.9;8.6;17.5
2030;Q4;9.1;11.2;15.0;16.2;20.7;26.6;30.1;29.4;25.2;19.6;13.2;9.1;17.7
2030;Max;10.5;13.8;18.8;18.7;22.3;29.2;31.6;31.3;27.8;21.3;16.7;10.5;18.2
2030;Mn;7.7;9.4;13.0;15.2;18.8;24.7;28.9;28.6;23.6;17.5;11.3;8.3;17.3
2030;Md;7.7;9.6;13.2;14.6;18.7;24.6;28.7;28.3;23.6;17.4;11.5;8.4;17.2
2030;S;1.52;2.23;2.13;2.16;2.26;2.46;1.55;1.52;2.02;2.38;1.91;0.81;0.61
2030;Cv;0.20;0.23;0.16;0.15;0.12;0.10;0.05;0.05;0.09;0.14;0.17;0.10;0.04
0016A;N;29;28;29;30;29;29;29;29;30;27;28;27;20
0016A;Min;9.9;12.4;13.9;17.0;18.8;23.4;27.1;27.3;24.9;19.9;15.5;12.7;20.0
0016A;Q1;12.6;13.4;15.9;18.1;21.0;25.2;28.5;28.1;25.3;20.9;16.4;14.1;20.6
0016A;Q2;14.1;14.0;16.8;19.0;21.9;26.0;29.2;29.2;25.9;21.9;17.0;14.6;20.8
0016A;Q3;14.7;15.6;17.5;19.2;22.5;26.4;29.5;29.8;26.6;22.5;18.0;15.2;21.5
0016A;Q4;15.3;16.8;18.3;19.9;23.4;27.6;30.0;30.5;27.3;23.1;18.6;15.6;21.7
0016A;Max;16.1;18.2;20.4;21.3;25.4;29.7;32.2;32.6;29.1;24.8;20.0;15.8;22.3
0016A;Mn;14.3;14.6;17.2;19.1;22.3;26.2;29.4;29.5;26.3;22.4;17.8;14.8;21.4
0016A;Md;14.0;15.0;17.0;19.0;22.1;26.3;29.3;29.4;26.3;22.2;17.5;14.7;21.1
0016A;S;1.48;1.76;1.43;0.97;1.45;1.30;0.99;1.22;0.99;1.27;1.22;0.98;0.62
0016A;Cv;0.11;0.12;0.08;0.05;0.07;0.05;0.03;0.04;0.04;0.06;0.07;0.07;0.03
9981A;N;30;30;30;29;30;30;30;29;30;30;30;30;28
9981A;Min;10.2;14.0;16.6;19.3;20.5;24.8;29.8;30.3;26.6;20.7;16.0;12.7;21.8
9981A;Q1;12.9;14.7;18.2;20.6;23.8;28.1;31.3;31.1;27.8;22.4;17.2;13.9;22.6
9981A;Q2;14.0;15.4;19.1;21.4;24.4;29.0;31.8;31.9;28.6;23.6;17.7;14.5;23.0
9981A;Q3;15.6;16.6;20.0;21.9;25.4;29.7;32.4;33.0;29.2;24.3;18.7;15.0;23.3
9981A;Q4;16.1;18.4;20.8;22.4;26.2;30.5;33.4;33.2;29.6;25.9;19.7;16.3;23.7
9981A;Max;17.7;19.9;23.2;24.1;27.8;33.1;35.0;35.5;31.4;26.4;20.6;17.7;24.2
9981A;Mn;15.0;16.0;19.7;21.7;25.2;29.4;32.0;32.1;29.0;23.9;18.5;14.7;23.2
9981A;Md;14.6;16.4;19.5;21.6;24.9;29.4;32.2;32.3;28.8;24.0;18.4;14.9;23.1
9981A;S;1.79;1.79;1.59;1.16;1.59;1.71;1.17;1.30;1.10;1.56;1.29;1.26;0.64
9981A;Cv;0.12;0.11;0.08;0.05;0.06;0.06;0.04;0.04;0.04;0.07;0.07;0.08;0.03
9381I;N;14;14;14;14;14;14;13;15;15;14;14;15;12
9381I;Min;;;;;;;;27.0;21.4;;;6.6;
9381I;Q1;;;;;;;;28.1;22.0;;;8.5;
9381I;Q2;;;;;;;;29.7;23.6;;;9.1;
9381I;Q3;;;;;;;;30.4;24.3;;;9.6;
9381I;Q4;;;;;;;;31.7;25.7;;;10.4;
9381I;Max;;;;;;;;32.4;26.9;;;11.5;
9381I;Mn;;;;;;;;30.0;23.9;;;9.4;
9381I;Md;;;;;;;;29.9;23.9;;;9.4;
9381I;S;;;;;;;;1.67;1.62;;;1.16;
9381I;Cv;;;;;;;;0.06;0.07;;;0.12;
8368U;N;24;24;24;25;25;25;25;25;25;25;25;25;24
8368U;Min;7.0;7.9;12.6;12.8;18.1;20.4;28.1;27.4;22.8;14.6;10.5;7.2;18.2
8368U;Q1;7.4;9.4;14.4;15.3;19.7;24.7;30.0;29.4;23.8;17.9;12.0;8.9;18.9
8368U;Q2;9.9;10.7;15.1;16.2;21.0;26.8;31.0;30.8;24.8;18.6;13.0;9.7;19.3
8368U;Q3;10.5;12.4;16.0;18.2;22.2;27.6;31.4;31.1;25.5;20.0;13.9;10.0;19.7
8368U;Q4;10.9;14.7;17.0;18.6;24.1;29.3;32.6;31.6;26.6;21.7;15.1;10.9;20.0
8368U;Max;12.6;17.6;19.9;20.0;25.6;30.8;35.1;33.8;28.7;22.4;16.5;11.5;20.6
8368U;Mn;10.3;12.2;15.4;17.5;21.7;27.3;31.1;30.9;25.1;19.1;13.6;9.9;19.5
8368U;Md;9.7;12.1;15.7;17.0;21.8;27.0;31.3;30.7;25.3;19.3;13.4;9.9;19.5
8368U;S;1.70;2.66;1.84;1.94;2.17;2.56;1.53;1.40;1.50;2.07;1.68;1.10;0.64
8368U;Cv;0.18;0.22;0.12;0.11;0.10;0.09;0.05;0.05;0.06;0.11;0.13;0.11;0.03
3260B;N;28;29;29;29;29;29;29;29;29;29;29;29;28
3260B;Min;9.3;11.3;13.5;15.3;17.3;23.9;31.9;30.8;25.8;17.1;13.7;9.1;20.6
3260B;Q1;10.2;12.4;16.7;18.1;21.9;28.3;33.7;32.9;27.7;20.5;14.4;10.8;21.6
3260B;Q2;11.1;13.4;17.8;19.5;23.7;30.6;34.1;33.8;28.6;21.9;15.1;11.6;22.0
3260B;Q3;12.0;14.5;18.5;20.8;25.3;31.8;35.1;34.3;29.8;22.7;15.8;12.0;22.2
3260B;Q4;12.4;15.5;19.7;21.4;27.1;32.2;35.8;35.0;30.4;23.8;16.9;12.4;22.8
3260B;Max;14.0;18.2;22.9;23.1;27.9;34.3;36.8;36.1;33.0;25.9;18.0;13.7;23.3
3260B;Mn;11.5;14.1;18.0;20.4;24.3;31.3;35.0;34.2;29.1;22.3;15.4;11.8;22.1
3260B;Md;11.5;14.0;18.1;19.9;24.2;30.5;34.6;34.0;29.0;22.1;15.6;11.6;22.1
3260B;S;1.20;1.75;1.94;1.94;2.49;2.56;1.28;1.28;1.86;2.01;1.21;0.97;0.67
3260B;Cv;0.10;0.13;0.11;0.10;0.10;0.08;0.04;0.04;0.06;0.09;0.08;0.08;0.03
8416;N;30;30;30;30;30;30;30;30;30;30;30;30;30
8416;Min;13.6;14.4;16.7;18.8;20.6;24.6;27.1;28.1;25.7;22.0;17.7;15.1;21.4
8416;Q1;14.8;15.9;18.2;19.8;22.6;25.7;28.9;29.2;27.1;23.2;18.7;15.9;22.2
8416;Q2;15.8;16.3;18.8;20.5;23.2;26.4;29.6;30.1;27.6;23.8;19.6;16.8;22.4
8416;Q3;17.0;17.3;19.2;21.1;23.9;27.5;30.0;30.6;28.0;24.6;19.9;17.2;23.0
8416;Q4;17.5;19.0;20.7;21.5;24.4;28.3;30.6;31.2;28.6;25.5;21.2;17.7;23.5
8416;Max;19.5;20.5;24.3;23.0;25.8;30.9;32.0;33.1;29.9;27.2;22.8;18.8;23.9
8416;Mn;16.7;17.1;19.0;20.9;23.6;27.2;30.0;30.2;27.8;24.2;19.7;17.0;22.7
8416;Md;16.4;17.1;19.3;20.8;23.4;27.1;29.7;30.2;27.9;24.3;19.8;17.0;22.8
8416;S;1.44;1.74;1.55;1.05;1.30;1.42;0.97;1.24;0.90;1.30;1.23;0.97;0.63
8416;Cv;0.09;0.10;0.08;0.05;0.06;0.05;0.03;0.04;0.03;0.05;0.06;0.06;0.03
8414A;N;30;30;30;30;30;29;30;30;30;28;28;30;27
8414A;Min;12.8;14.4;16.3;19.3;21.3;24.9;28.4;28.4;25.8;21.5;17.4;14.0;21.5
8414A;Q1;14.3;15.2;18.2;19.9;23.0;27.0;29.9;30.0;27.0;22.7;18.1;15.2;22.3
8414A;Q2;15.6;16.0;18.8;20.7;23.7;27.7;30.3;30.5;27.7;23.6;18.9;15.9;22.7
8414A;Q3;16.4;17.0;19.5;21.4;24.7;28.1;30.8;31.2;28.1;24.4;19.5;16.4;23.1
8414A;Q4;16.9;18.3;20.7;22.1;25.2;28.8;31.0;31.7;28.8;25.2;20.3;17.4;23.4
8414A;Max;19.1;20.7;24.1;23.3;26.6;30.9;33.4;33.3;30.3;26.7;21.9;18.4;23.8
8414A;Mn;16.2;16.4;19.2;21.1;24.1;27.9;30.6;30.8;28.0;23.9;19.1;16.4;22.8
8414A;Md;15.8;16.8;19.3;21.1;24.1;27.8;30.6;30.8;28.0;24.0;19.2;16.2;22.8
8414A;S;1.56;1.80;1.58;1.13;1.38;1.24;1.00;1.06;1.05;1.39;1.22;1.15;0.62
8414A;Cv;0.10;0.11;0.08;0.05;0.06;0.04;0.03;0.03;0.04;0.06;0.06;0.07;0.03
2422;N;30;30;30;30;30;30;29;30;30;30;30;30;29
2422;Min;5.4;8.0;11.6;12.2;14.5;21.4;28.0;27.2;21.5;14.1;9.3;6.3;17.4
2422;Q1;6.8;9.1;13.6;15.2;19.4;25.6;29.3;28.5;24.1;17.4;10.7;7.5;18.3
2422;Q2;7.8;10.8;14.8;16.6;20.7;27.0;30.5;29.8;25.1;18.3;11.8;8.2;18.7
2422;Q3;8.7;11.5;15.6;17.5;21.8;27.7;31.2;30.5;26.0;19.4;12.5;8.9;19.0
2422;Q4;9.6;12.7;16.6;18.2;23.4;28.7;31.9;31.4;26.8;20.9;14.1;9.7;19.3
2422;Max;10.7;14.5;20.4;20.8;24.5;31.0;33.2;32.8;29.7;22.4;17.6;11.7;19.9
2422;Mn;8.2;11.1;15.2;17.2;21.0;27.3;30.6;30.1;25.7;18.9;12.3;8.3;18.8
2422;Md;8.2;11.2;15.2;16.9;21.0;27.0;30.7;30.1;25.6;18.9;12.4;8.6;18.8
2422;S;1.44;1.83;1.85;1.97;2.25;2.26;1.35;1.39;1.93;2.11;1.86;1.24;0.60
2422;Cv;0.18;0.16;0.12;0.12;0.11;0.08;0.04;0.05;0.08;0.11;0.15;0.14;0.03
2539;N;30;30;30;29;30;30;30;30;30;30;30;30;29
2539;Min;4.8;7.5;9.5;11.0;12.9;19.7;26.5;25.1;19.8;13.0;8.9;6.5;16.3
2539;Q1;6.2;8.2;12.4;13.8;17.8;23.9;27.7;27.1;22.9;16.1;10.2;7.3;17.3
2539;Q2;7.1;9.9;13.5;15.3;19.1;25.1;28.9;28.3;23.9;17.6;10.9;7.6;17.5
2539;Q3;8.0;10.5;14.4;16.3;19.9;26.0;29.5;29.2;24.8;18.2;12.2;8.4;17.7
2539;Q4;8.9;11.8;15.2;16.9;21.6;26.9;30.3;30.0;26.0;20.0;13.5;9.3;18.2
2539;Max;9.7;13.8;19.3;19.4;22.7;29.5;31.5;31.3;28.7;21.4;16.7;10.4;18.7
2539;Mn;7.5;10.2;14.0;15.7;19.4;25.6;29.2;28.7;24.3;18.0;11.8;7.9;17.6
2539;Md;7.5;10.3;14.0;15.5;19.4;25.3;29.1;28.6;24.4;17.9;11.8;8.2;17.7
2539;S;1.33;1.84;1.96;1.88;2.21;2.27;1.34;1.50;2.02;2.11;1.80;1.00;0.55
2539;Cv;0.18;0.18;0.14;0.12;0.11;0.09;0.05;0.05;0.08;0.12;0.15;0.12;0.03
2614;N;30;30;30;30;30;30;30;30;30;30;30;30;30
2614;Min;5.6;9.2;10.6;12.5;14.4;22.2;27.3;26.2;20.9;14.1;9.5;6.3;17.5
2614;Q1;6.3;9.8;14.3;15.1;19.4;25.2;28.8;28.6;24.0;17.3;11.3;8.2;18.4
2614;Q2;8.1;10.9;15.1;16.9;20.7;26.8;30.0;29.3;24.9;18.8;12.2;8.7;18.8
2614;Q3;8.8;11.7;15.8;17.9;22.1;27.7;30.7;30.0;26.2;19.6;13.2;9.3;19.1
2614;Q4;10.0;12.8;16.9;18.6;23.5;28.8;32.2;31.2;27.0;20.7;13.9;10.6;19.5
2614;Max;11.0;14.6;20.9;20.9;24.6;30.9;33.3;32.6;29.5;22.9;16.5;12.4;20.2
2614;Mn;8.5;11.4;15.2;17.7;21.4;27.0;30.3;29.7;25.8;19.4;12.8;8.9;18.9
2614;Md;8.3;11.4;15.5;17.1;21.2;27.0;30.4;29.8;25.5;19.0;12.7;9.2;18.9
2614;S;1.66;1.58;1.97;2.01;2.43;2.31;1.53;1.51;1.93;1.98;1.48;1.33;0.66
2614;Cv;0.20;0.14;0.13;0.12;0.11;0.09;0.05;0.05;0.08;0.10;0.12;0.14;0.03
9390;N;30;30;30;30;30;30;30;29;30;30;30;30;29
9390;Min;6.4;8.0;10.8;11.5;13.6;20.9;27.0;26.8;22.2;14.1;10.8;8.2;17.5
9390;Q1;8.0;9.4;13.8;15.2;19.7;25.5;29.6;28.6;24.4;18.3;12.0;8.8;18.7
9390;Q2;9.2;10.7;14.9;16.3;20.6;26.6;30.5;30.2;25.4;19.2;12.9;9.7;19.3
9390;Q3;10.4;12.1;15.8;18.2;22.5;27.1;31.5;30.8;26.1;20.4;13.6;10.3;19.7
9390;Q4;10.9;14.2;17.1;18.5;23.4;29.3;32.0;31.6;27.1;22.1;15.5;10.9;20.0
9390;Max;13.0;16.5;20.3;20.0;25.7;31.5;33.8;33.8;29.0;23.2;17.3;11.9;20.8
9390;Mn;9.9;11.5;15.5;17.7;21.4;26.9;31.0;30.5;25.6;20.1;13.3;10.1;19.5
9390;Md;9.6;11.7;15.4;17.0;21.4;27.0;30.8;30.3;25.7;19.8;13.5;10.0;19.4
9390;S;1.50;2.44;2.00;1.94;2.49;2.35;1.63;1.70;1.69;2.28;1.74;1.04;0.79
9390;Cv;0.16;0.21;0.13;0.11;0.12;0.09;0.05;0.06;0.07;0.12;0.13;0.10;0.04
9434;N;30;29;30;30;30;30;30;30;30;30;30;30;29
9434;Min;6.8;10.0;13.7;15.2;17.9;24.2;29.0;28.6;24.7;17.3;12.1;8.5;19.6
9434;Q1;8.8;11.2;16.2;18.3;22.8;28.3;30.8;30.0;25.6;19.9;13.6;9.4;20.4
9434;Q2;10.1;12.0;16.8;19.3;23.4;28.8;32.0;31.4;26.9;20.8;14.5;10.3;20.9
9434;Q3;11.2;13.5;17.6;20.4;25.1;29.6;32.6;32.1;27.5;21.7;15.3;11.1;21.2
9434;Q4;12.3;15.2;18.6;21.0;26.0;31.0;34.1;33.1;28.3;23.2;16.1;12.1;21.6
9434;Max;13.2;18.0;20.7;21.4;27.3;33.8;35.6;35.5;30.7;24.5;17.1;13.7;22.2
9434;Mn;10.9;13.1;17.3;19.9;24.3;29.1;32.4;32.0;27.1;21.4;14.8;10.7;20.9
9434;Md;10.5;13.2;17.3;19.6;24.1;29.3;32.4;31.7;27.1;21.4;14.8;10.8;21.0
9434;S;1.86;2.10;1.69;1.52;2.07;2.05;1.59;1.68;1.44;1.80;1.29;1.45;0.62
9434;Cv;0.18;0.16;0.10;0.08;0.09;0.07;0.05;0.05;0.05;0.08;0.09;0.13;0.03
