Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;N;30;30;30;30;30;30;30;30;30;30;30;29;29
1387;Min;-0.5;0.2;0.6;3.0;5.8;6.6;11.6;11.4;9.4;5.6;2.6;0.6;-0.5
1387;Q1;1.4;2.0;3.4;4.9;7.4;10.4;12.6;13.0;10.5;7.8;4.8;2.9;0.6
1387;Q2;2.9;2.6;4.2;5.8;8.3;10.9;13.2;13.5;11.5;8.5;5.4;3.6;1.6
1387;Q3;3.6;3.3;5.2;6.3;9.0;11.5;13.7;14.0;12.0;9.4;6.2;4.4;2.0
1387;Q4;5.0;5.6;6.4;7.0;9.2;12.2;14.4;14.6;12.6;10.4;7.3;5.4;3.0
1387;Max;6.1;7.8;8.4;7.9;11.4;13.0;15.0;16.0;13.8;11.3;8.0;7.8;4.4
1387;Mn;3.2;3.1;4.7;6.2;8.5;11.2;13.5;13.8;11.7;8.9;5.8;4.2;1.8
1387;Md;3.1;3.6;4.7;5.9;8.5;11.0;13.5;13.8;11.7;8.9;5.8;4.2;1.8
1387;S;1.85;1.89;1.79;1.16;1.31;1.33;0.91;0.99;1.13;1.35;1.44;1.76;1.19
1387;Cv;0.59;0.53;0.38;0.20;0.15;0.12;0.07;0.07;0.10;0.15;0.25;0.42;0.66
1387E;N;29;29;30;30;30;30;29;28;29;29;27;29;25
1387E;Min;-4.8;-4.3;-3.3;0.0;0.6;4.6;6.8;5.2;3.0;0.6;-4.0;-4.7;-4.8
1387E;Q1;-2.7;-2.8;-1.6;1.0;4.1;6.4;8.8;8.1;6.0;2.8;-0.1;-2.0;-3.8
1387E;Q2;-1.4;-1.6;-1.0;1.5;4.8;7.4;9.3;9.5;6.7;3.5;1.0;-0.6;-3.2
1387E;Q3;-0.6;-0.8;0.4;2.1;5.4;8.0;10.0;10.2;8.0;4.2;1.8;0.0;-2.2
1387E;Q4;0.8;0.0;1.7;3.3;6.2;8.9;10.5;11.0;8.8;6.2;2.6;0.8;-1.4
1387E;Max;3.3;5.8;3.7;5.0;8.2;10.5;12.0;12.9;11.0;8.0;5.0;4.5;0.0
1387E;Mn;-1.0;-1.4;-0.2;1.7;5.2;7.6;9.6;9.8;7.6;4.0;1.4;-0.4;-2.7
1387E;Md;-1.0;-1.0;-0.1;2.0;5.0;7.6;9.7;9.6;7.3;4.4;1.2;-0.5;-2.6
1387E;S;1.92;2.12;1.76;1.22;1.62;1.48;1.04;1.86;1.88;1.98;1.88;1.96;1.37
1387E;Cv;-1.96;-2.05;-32.95;0.62;0.33;0.19;0.11;0.19;0.26;0.45;1.52;-3.85;-0.53
1428;N;29;30;28;28;29;28;30;29;28;27;28;27;24
1428;Min;-6.2;-4.6;-4.6;-3.0;0.0;4.6;3.8;6.0;3.0;-1.6;-3.1;-5.8;-6.2
1428;Q1;-4.4;-2.9;-2.0;0.3;2.6;5.8;7.4;7.6;5.0;1.7;-1.6;-2.6;-4.6
1428;Q2;-2.4;-1.9;-1.0;0.8;3.5;6.4;8.0;8.6;6.2;3.0;-0.3;-1.8;-3.6
1428;Q3;-1.6;-1.4;-0.4;1.6;4.0;7.1;8.8;9.0;7.3;3.8;0.6;-1.0;-3.0
1428;Q4;-0.5;-0.2;0.7;2.0;4.7;7.7;10.2;10.4;8.6;5.0;1.4;-0.1;-2.0
1428;Max;2.2;3.0;2.2;4.6;6.6;10.8;12.4;12.3;10.0;7.0;3.4;3.0;-0.6
1428;Mn;-2.1;-1.7;-0.7;1.4;3.8;6.7;8.3;9.0;7.1;3.5;0.4;-1.6;-3.1
1428;Md;-2.1;-1.5;-0.7;1.1;3.8;6.9;8.6;8.9;6.8;3.4;0.0;-1.3;-3.3
1428;S;2.04;1.67;1.51;1.45;1.34;1.36;1.72;1.46;1.78;2.04;1.69;1.80;1.32
1428;Cv;-0.96;-1.12;-2.32;1.28;0.36;0.20;0.20;0.16;0.26;0.60;42.94;-1.35;-0.40
8175;N;30;30;30;30;30;30;30;30;30;30;30;29;29
8175;Min;-17.0;-20.0;-8.0;-3.0;-1.0;4.0;9.2;7.6;3.0;-1.4;-8.4;-13.4;-20.0
8175;Q1;-8.6;-8.0;-4.4;-1.8;1.0;7.2;10.0;10.4;4.7;0.4;-5.3;-7.8;-9.5
8175;Q2;-6.9;-5.0;-3.3;-1.0;2.5;7.8;11.6;11.0;6.5;1.6;-3.8;-6.0;-8.4
8175;Q3;-6.2;-4.0;-2.7;-0.4;3.5;8.7;12.5;11.8;7.8;3.6;-2.1;-4.6;-7.6
8175;Q4;-4.1;-2.4;-1.0;1.2;4.8;9.6;13.8;14.0;9.3;4.8;-0.1;-4.6;-6.8
8175;Max;-0.6;-1.4;1.0;3.0;7.1;12.6;16.0;15.0;12.0;6.4;1.4;-2.8;-3.6
8175;Mn;-6.5;-4.9;-3.0;-0.7;3.1;8.3;12.2;11.4;7.4;3.2;-2.8;-4.9;-8.0
8175;Md;-6.6;-5.6;-3.1;-0.4;3.0;8.3;12.1;11.7;7.2;2.6;-2.9;-5.9;-8.4
8175;S;3.23;3.69;2.19;1.54;2.12;1.74;1.85;1.91;2.27;2.33;2.70;2.27;2.98
8175;Cv;-0.49;-0.66;-0.71;-3.56;0.71;0.21;0.15;0.16;0.32;0.89;-0.93;-0.38;-0.35
8178D;N;28;28;28;28;28;26;28;28;28;28;28;26;24
8178D;Min;-16.2;-19.0;-6.6;-3.2;-0.6;4.3;9.2;9.2;4.7;-0.4;-5.4;-9.2;-16.2
8178D;Q1;-7.2;-6.4;-4.4;-0.9;1.8;7.8;10.9;11.0;5.6;1.5;-4.0;-6.3;-7.8
8178D;Q2;-6.6;-4.6;-2.6;0.1;3.2;8.8;12.1;11.6;7.7;3.5;-2.6;-4.7;-7.2
8178D;Q3;-4.9;-2.9;-1.6;0.8;4.6;9.8;13.2;13.2;8.6;4.3;-1.5;-4.4;-6.6
8178D;Q4;-2.5;-1.9;-0.2;1.8;6.0;10.6;14.6;14.4;10.4;5.4;0.2;-3.3;-5.4
8178D;Max;-0.4;-1.0;1.6;5.0;7.8;13.2;16.4;15.6;11.8;7.4;3.0;-1.6;-2.6
8178D;Mn;-5.9;-3.7;-2.1;0.4;4.0;9.1;12.6;12.5;8.2;3.7;-2.0;-4.6;-6.8
8178D;Md;-5.6;-4.4;-2.2;0.5;3.8;9.2;12.8;12.5;8.0;3.5;-1.8;-4.8;-7.0
8178D;S;3.30;3.47;2.30;1.64;2.26;2.00;1.91;1.84;2.08;2.14;2.28;1.80;2.74
8178D;Cv;-0.59;-0.78;-1.06;3.19;0.60;0.22;0.15;0.15;0.26;0.61;-1.30;-0.37;-0.39
8025;N;30;29;30;30;30;30;30;30;30;30;30;30;29
8025;Min;-2.6;-1.8;-0.2;2.6;6.2;10.8;13.6;14.6;10.8;5.5;1.5;-2.0;-2.6
8025;Q1;0.4;0.4;2.2;5.2;8.1;12.8;16.5;16.8;12.8;8.0;2.8;1.0;-0.6
8025;Q2;1.2;1.6;4.1;6.4;9.6;13.6;17.2;17.7;14.2;9.5;4.5;2.0;0.4
8025;Q3;1.9;3.4;4.6;7.0;10.4;14.8;17.9;18.4;15.0;10.2;5.9;2.6;1.0
8025;Q4;3.2;4.0;5.2;7.8;11.7;15.3;18.6;19.8;15.9;11.2;6.6;3.5;1.8
8025;Max;6.0;4.8;6.8;10.5;12.2;17.6;20.5;21.2;17.0;13.3;8.5;6.0;3.4
8025;Mn;1.7;2.4;4.4;6.6;9.9;14.5;17.5;17.9;14.6;9.7;5.3;2.2;0.6
8025;Md;1.6;2.1;3.9;6.5;9.8;14.1;17.5;18.1;14.4;9.8;5.0;2.3;0.5
8025;S;1.93;1.95;1.71;1.65;1.73;1.55;1.48;1.60;1.60;1.85;1.93;1.65;1.56
8025;Cv;1.17;0.92;0.44;0.25;0.18;0.11;0.08;0.09;0.11;0.19;0.38;0.73;3.21
8019;N;30;29;30;29;29;28;29;30;29;29;30;29;24
8019;Min;-2.6;-1.3;-0.9;3.2;6.6;10.8;13.6;15.6;11.5;6.0;-0.2;-1.6;-2.6
8019;Q1;-0.8;0.5;1.4;5.1;8.2;13.0;16.5;16.8;13.4;8.8;2.7;0.9;-1.2
8019;Q2;1.0;1.6;3.6;6.0;9.4;13.6;17.2;17.9;14.6;9.7;5.0;1.7;0.0
8019;Q3;1.5;2.2;4.7;7.2;10.2;14.4;18.0;19.0;15.6;10.8;5.8;1.9;1.0
8019;Q4;2.6;4.4;5.4;8.0;11.2;15.5;18.7;20.0;16.4;11.6;6.6;2.2;1.5
8019;Max;5.2;5.0;6.8;9.0;12.8;16.3;20.2;21.4;18.0;13.4;8.6;6.8;4.0
8019;Mn;1.3;1.8;4.1;6.4;9.9;14.1;17.6;18.4;15.2;10.0;5.6;1.8;0.6
8019;Md;1.2;2.1;3.7;6.5;9.7;14.0;17.6;18.4;14.9;10.1;5.0;1.8;0.3
8019;S;1.95;1.93;2.08;1.64;1.58;1.52;1.38;1.60;1.73;1.79;2.10;1.61;1.46
8019;Cv;1.67;0.92;0.57;0.25;0.16;0.11;0.08;0.09;0.12;0.18;0.42;0.88;4.32
6325O;N;30;30;29;30;29;29;30;29;29;30;29;29;27
6325O;Min;0.1;1.0;1.0;7.2;8.4;10.4;15.0;15.2;10.1;10.0;5.4;3.6;0.1
6325O;Q1;3.5;4.2;5.2;7.8;10.2;14.2;17.3;16.4;14.0;10.9;6.8;4.6;2.3
6325O;Q2;4.5;5.2;7.2;8.4;11.2;15.0;17.8;18.2;15.4;12.1;8.3;5.6;3.6
6325O;Q3;5.4;6.1;7.8;9.2;11.8;15.6;19.2;19.4;17.0;12.9;8.8;6.2;4.4
6325O;Q4;6.2;7.2;8.6;10.0;12.4;17.0;19.7;20.6;18.2;13.6;9.5;6.8;5.2
6325O;Max;7.8;8.4;9.4;11.4;14.6;17.6;21.2;21.9;19.4;15.6;11.4;8.2;7.2
